SEXO;IDADE;RENDA;CODCBO;PROFISSAO;ESTADO_CIVIL
F;37;1362,29;414105;ALMOXARIFE;SOLTEIRO(A)
M;32;3108,36;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;35;5004,67;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;46;15014,37;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;21;3080,25;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;50;3044,04;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;27;1591,09;411005;AUXILIAR DE ESCRITORIO, EM GER;SEPARADO(A) JUDICIALMENTE
M;48;12754,68;142305;GERENTE COMERCIAL;CASADO(A)
M;40;3265,41;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;31;3559,55;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;33;4912,18;910210;SUPERVISOR DA MANUT E REPAR DE;OUTROS
M;31;4590,42;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;41;3520,61;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;47;6059,23;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;27;2823,64;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
F;32;3424,62;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;52;9500,00;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
M;33;3465,00;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;21;2232,06;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;33;3320,21;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;48;1750,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;48;21000,00;123305;DIRETOR COMERCIAL;CASADO(A)
M;59;8044,10;410225;SUPERVISOR DE CREDITO E COBRAN;CASADO(A)
F;22;751,22;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;22;1563,42;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;24;2696,04;313105;ELETROTECNICO;SOLTEIRO(A)
F;42;2025,57;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;32;1821,60;414105;ALMOXARIFE;SOLTEIRO(A)
M;28;1897,44;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;33;2377,93;782220;OPERADOR DE EMPILHADEIRA;SOLTEIRO(A)
M;29;2139,94;414105;ALMOXARIFE;CASADO(A)
M;33;3622,06;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;32;2744,35;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;23;2440,11;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;39;3255,55;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;51;11171,28;141605;GERENTE DE OPERACOES DE TRANSP;CASADO(A)
M;39;1667,42;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
F;18;800,04;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;3818,04;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;21;3400,21;414105;ALMOXARIFE;SOLTEIRO(A)
M;59;4522,66;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;24;1826,33;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;26;2346,20;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;22;2046,68;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;32;2212,69;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
F;22;2153,10;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;40;2709,64;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;18;1746,68;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;55;3400,21;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;46;15119,76;214320;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A)
M;22;1960,61;784205;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A)
M;20;1813,61;414105;ALMOXARIFE;SOLTEIRO(A)
M;25;1960,61;784205;AUXILIAR DE LINHA DE PRODUCAO;CASADO(A)
F;19;774,99;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;32;2690,62;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;36;3865,75;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;22;1684,53;414105;ALMOXARIFE;SOLTEIRO(A)
M;29;6475,37;214405;ENGENHEIRO MECANICO;SOLTEIRO(A)
M;37;3520,61;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;41;5323,24;413105;ANALISTA DE FOLHA DE PAGAMENTO;SOLTEIRO(A)
M;28;1802,05;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;31;2599,62;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;33;5167,61;910210;SUPERVISOR DA MANUT E REPAR DE;OUTROS
M;27;2899,03;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;25;2175,96;414215;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A)
F;38;2795,29;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
M;36;8222,63;142330;ANALISTA DE NEGOCIOS;CASADO(A)
M;61;2682,78;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;50;2754,01;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;26;2857,31;351605;TECNICO EM SEGURANCA DO TRABAL;CASADO(A)
M;20;1650,00;414105;ALMOXARIFE;SOLTEIRO(A)
M;23;2294,11;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SEPARADO(A) JUDICIALMENTE
M;32;3107,43;214405;ENGENHEIRO MECANICO;SOLTEIRO(A)
F;36;3407,99;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;24;3080,25;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;39;4400,95;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
F;32;2602,86;411030;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A)
M;22;2333,13;784205;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A)
M;48;4290,00;313105;ELETROTECNICO;CASADO(A)
M;40;7808,77;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
F;42;2466,49;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;26;2816,24;318705;DESENHISTA PROJETISTA DE ELETR;CASADO(A)
F;49;36855,00;122405;DIRETOR DE OPERACOES COMERCIAI;CASADO(A)
M;20;1863,70;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;20;1717,35;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;8741,98;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;31;4279,49;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;40;2891,71;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;43;1580,92;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;61;1350,21;517420;VIGIA;CASADO(A)
F;43;1397,99;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;56;1500,95;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;37;2662,33;391210;TECNICO DE GARANTIA DA QUALIDA;CASADO(A)
M;37;2134,34;318705;DESENHISTA PROJETISTA DE ELETR;OUTROS
M;45;2330,47;342115;CONTROLADOR DE SERV DE MAQ E V;SEPARADO(A) JUDICIALMENTE
M;37;1202,48;414105;ALMOXARIFE;SOLTEIRO(A)
M;37;4659,21;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;36;765,39;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;44;6632,27;313105;ELETROTECNICO;SOLTEIRO(A)
M;45;2205,83;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;34;1200,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;38;2820,28;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;39;4053,12;410205;SUPERVISOR DE ALMOXARIFADO;CASADO(A)
M;46;4719,34;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A)
M;41;1038,07;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;37;1659,43;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;45;2348,09;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
F;44;1924,38;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;32;1083,25;992120;LAVADOR DE PECAS;SOLTEIRO(A)
F;43;3213,96;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;31;1286,38;414105;ALMOXARIFE;SOLTEIRO(A)
M;35;1929,24;252210;CONTADOR;SOLTEIRO(A)
F;64;2494,17;252210;CONTADOR;SOLTEIRO(A)
M;37;1910,71;252210;CONTADOR;SOLTEIRO(A)
M;50;6523,29;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;57;1389,83;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;46;5625,43;411010;ASSISTENTE ADMINISTRATIVO;SEPARADO(A) JUDICIALMENTE
M;46;3380,71;910205;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;SOLTEIRO(A)
M;34;3099,55;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;45;2692,56;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;37;600,00;0;SEM CBO;SOLTEIRO(A)
M;46;1473,22;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;35;2037,93;414105;ALMOXARIFE;CASADO(A)
M;37;1419,58;252105;ADMINISTRADOR;SOLTEIRO(A)
M;56;1584,52;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;44;1758,20;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;37;1704,03;313105;ELETROTECNICO;SOLTEIRO(A)
M;44;2795,63;520110;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A)
M;46;1000,00;992120;LAVADOR DE PECAS;SOLTEIRO(A)
F;44;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
F;36;2003,17;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;50;1596,56;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;33;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;54;2516,84;521105;VENDEDOR EM COMERCIO ATACADIST;DIVORCIADO(A)
M;33;3878,31;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
F;36;2219,20;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;55;8022,06;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;53;8083,33;142305;GERENTE COMERCIAL;CASADO(A)
M;43;5881,36;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE
M;44;1373,64;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;42;8553,87;142320;GERENTE DE VENDAS;CASADO(A)
M;44;1073,11;313105;ELETROTECNICO;SOLTEIRO(A)
M;40;4082,73;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;38;2662,33;391210;TECNICO DE GARANTIA DA QUALIDA;SOLTEIRO(A)
M;39;4288,76;252105;ADMINISTRADOR;SEPARADO(A) JUDICIALMENTE
M;44;2016,69;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;35;1630,24;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;32;1969,31;252210;CONTADOR;SOLTEIRO(A)
M;33;2891,72;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;33;2239,16;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;28;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;32;2484,13;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;49;1887,05;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;29;1012,28;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;28;1645,30;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;40;2565,73;252210;CONTADOR;SOLTEIRO(A)
M;28;1478,47;414105;ALMOXARIFE;SOLTEIRO(A)
M;31;1312,86;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;48;1100,00;715145;OPERADOR DE TRATOR DE LAMINA;CASADO(A)
M;55;8304,71;142320;GERENTE DE VENDAS;CASADO(A)
M;68;2057,02;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;50;2815,60;342115;CONTROLADOR DE SERV DE MAQ E V;OUTROS
M;37;2368,24;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;28;900,00;0;SEM CBO;SOLTEIRO(A)
M;59;3638,62;313105;ELETROTECNICO;CASADO(A)
M;55;5211,40;410105;SUPERVISOR ADMINISTRATIVO;OUTROS
M;37;1268,55;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;46;4482,07;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
M;33;3293,77;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;43;3232,34;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
M;61;2280,65;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;37;1820,79;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;50;2466,47;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;39;2050,54;414105;ALMOXARIFE;CASADO(A)
F;28;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;42;1834,13;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;23;529,81;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;35;1413,89;414105;ALMOXARIFE;SOLTEIRO(A)
F;42;4235,85;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;32;3431,71;313105;ELETROTECNICO;SOLTEIRO(A)
M;31;1704,03;313105;ELETROTECNICO;SOLTEIRO(A)
F;30;2532,66;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;52;8066,78;212405;ANALISTA DE SISTEMA;CASADO(A)
M;37;1413,89;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;44;3916,66;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;25;498,04;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;44;1721,28;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;48;12221,81;142305;GERENTE COMERCIAL;CASADO(A)
M;30;3058,42;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;43;1875,38;313105;ELETROTECNICO;CASADO(A)
M;46;2307,12;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;39;1760,39;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;35;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;56;2493,55;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;44;3994,53;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;48;4306,55;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
F;32;4124,63;253115;AGENTE PUBLICITARIO;CASADO(A)
F;23;1223,73;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;54;6174,46;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;42;2479,94;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;40;1693,85;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;46;1480,00;623110;TRABALHADOR DA PECUARIA (BOVIN;SOLTEIRO(A)
M;48;1260,00;623110;TRABALHADOR DA PECUARIA (BOVIN;SOLTEIRO(A)
M;30;1899,99;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;41;2401,81;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;40;3571,95;252210;CONTADOR;SOLTEIRO(A)
M;43;5197,57;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;40;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;35;1389,14;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;53;13162,50;142305;GERENTE COMERCIAL;OUTROS
M;44;2691,03;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;48;3082,55;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;41;5144,50;262410;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER ;CASADO(A)
F;43;3004,54;252210;CONTADOR;CASADO(A)
M;40;3559,53;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;42;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
F;34;3966,16;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
M;37;4310,21;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;CASADO(A)
M;29;4577,65;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;29;1723,18;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;45;2846,35;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;23;1723,14;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;39;3469,66;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;34;2139,94;414105;ALMOXARIFE;SOLTEIRO(A)
M;30;1100,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
F;42;2080,94;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;40;4852,52;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;44;12955,13;142305;GERENTE COMERCIAL;CASADO(A)
M;28;2091,60;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;37;4318,72;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;32;2903,54;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;19;727,45;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;32;3194,89;313105;ELETROTECNICO;CASADO(A)
F;27;2056,21;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;35;4988,30;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;27;2224,25;414105;ALMOXARIFE;SOLTEIRO(A)
M;21;630,55;414140;AUXILIAR DE LOGISTICA;SOLTEIRO(A)
M;40;3385,97;313105;ELETROTECNICO;OUTROS
M;19;770,02;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;21;704,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;23;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;35;1787,87;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;50;2905,86;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;32;3702,24;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;25;1440,00;414105;ALMOXARIFE;SOLTEIRO(A)
M;45;1750,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;42;1540,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;26;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;3556,51;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;27;2517,22;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;30;4956,88;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
F;23;3314,50;252105;ADMINISTRADOR;SEPARADO(A) JUDICIALMENTE
M;21;2184,87;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;24;2703,87;313105;ELETROTECNICO;SOLTEIRO(A)
M;40;1699,77;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;26;2238,04;351430;AUXILIAR DE SERVIÇOS JURÍDICOS;SOLTEIRO(A)
M;40;3698,63;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;32;2703,87;313105;ELETROTECNICO;CASADO(A)
M;18;832,85;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;19;732,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;25;1540,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;43;3532,98;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;37;3051,67;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;39;3326,38;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;29;3372,71;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;50;3130,67;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;40;3886,41;351605;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A)
M;41;1621,00;121010;DIRETOR GERAL DE EMPRESA E ORG;CASADO(A)
M;25;2078,50;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;24;2317,16;313105;ELETROTECNICO;SOLTEIRO(A)
F;22;1518,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;46;2995,22;313105;ELETROTECNICO;CASADO(A)
M;28;3856,70;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;53;4522,66;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;34;4088,51;318705;DESENHISTA PROJETISTA DE ELETR;CASADO(A)
M;26;1847,99;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;43;3786,01;313105;ELETROTECNICO;CASADO(A)
F;20;754,32;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;53;2224,25;514120;ZELADOR DE EDIFÍCIO;CASADO(A)
M;31;12500,00;142305;GERENTE COMERCIAL;CASADO(A)
M;40;6992,32;354125;ASSISTENTE DE VENDAS;SOLTEIRO(A)
M;27;2971,29;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
F;33;2025,56;413110;AUXILIAR DE CONTABILIDADE;SOLTEIRO(A)
F;37;3899,96;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;32;1863,70;784205;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A)
M;47;2651,53;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;38;2885,31;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;54;6501,70;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;24;1702,80;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;35;2217,81;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;21;2463,92;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;47;1823,39;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;50;4297,68;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;21;2510,25;414215;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A)
M;33;3219,77;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;22;2995,23;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;45;1944,05;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;35;4513,81;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;37;3842,06;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;32;2195,71;414215;CONFERENTE DE CARGA E DESCARGA;OUTROS
M;28;1971,13;784205;AUXILIAR DE LINHA DE PRODUCAO;CASADO(A)
F;28;3476,75;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
M;18;1236,55;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;36;4097,17;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;45;3746,67;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;17;851,97;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;38;6149,46;214305;ENGENHEIRO ELETRICISTA;CASADO(A)
F;21;1971,60;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;34;4467,50;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
F;20;704,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;41;4952,31;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;41;19385,73;142305;GERENTE COMERCIAL;CASADO(A)
F;30;4590,41;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;40;2973,10;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;33;2526,70;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;21;2346,21;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;26;2025,57;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;60;10600,00;520110;SUPERVISOR DE VENDAS COMERCIAL;SEPARADO(A) JUDICIALMENTE
F;27;3326,39;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
M;49;6955,99;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
M;41;14300,62;911305;MECANICO DE MANUTENÇÃO DE MAQUINAS, EM GERAL;CASADO(A)
M;68;2278,67;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;34;871,37;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;70;3452,44;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
M;80;8549,42;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
M;47;5513,13;141420;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A)
M;57;1597,50;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
