SEXO;IDADE;RENDA;PROFISSAO;ESTADO_CIVIL;;
M;25;1960;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A);;
M;32;1863;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A);;
M;19;792;AUXILIAR DE LOGISTICA;SOLTEIRO(A);;
F;23;521;AUXILIAR DE LOGISTICA;SOLTEIRO(A);;
M;21;630;AUXILIAR DE LOGISTICA;SOLTEIRO(A);;
M;16;851;AUXILIAR DE LOGISTICA;SOLTEIRO(A);;
M;65;1176;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
M;44;940;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
M;32;1181;AUXILIAR DE MANUTENCAO PREDIAL;SOLTEIRO(A);;
M;46;1869;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
M;61;1013;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
M;34;871;AUXILIAR DE MANUTENCAO PREDIAL;SOLTEIRO(A);;
F;60;1869;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
F;60;2070;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A);;
M;32;871;AUXILIAR DE MANUTENCAO PREDIAL;SOLTEIRO(A);;
F;26;2238;AUXILIAR DE SERVIÇOS JURÍDICOS;SOLTEIRO(A);;
F;25;2338;AUXILIAR DE SERVIÇOS JURÍDICOS;SOLTEIRO(A);;
F;32;2602;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A);;
F;30;2624;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A);;
M;38;1686;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A);;
M;20;2025;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A);;
M;40;5948;COMPRADOR;CASADO(A);;
M;49;3179;COMPRADOR;CASADO(A);;
M;39;4958;COMPRADOR;SOLTEIRO(A);;
M;48;3107;COMPRADOR;CASADO(A);;
M;37;5323;COMPRADOR;SOLTEIRO(A);;
M;40;3400;COMPRADOR;SOLTEIRO(A);;
M;42;6334;COMPRADOR;CASADO(A);;
M;39;6113;COMPRADOR;SOLTEIRO(A);;
M;39;3774;COMPRADOR;CASADO(A);;
M;63;1951;COMPRADOR;CASADO(A);;
M;42;4216;COMPRADOR;CASADO(A);;
F;22;2267;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;27;2034;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;30;1688;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;23;2037;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;31;2643;CONFERENTE DE CARGA E DESCARGA;CASADO(A);;
M;65;1202;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
F;33;1718;CONFERENTE DE CARGA E DESCARGA;CASADO(A);;
M;32;2195;CONFERENTE DE CARGA E DESCARGA;OUTROS;;
M;32;1814;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;25;2175;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;23;2038;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;43;2552;CONFERENTE DE CARGA E DESCARGA;CASADO(A);;
M;21;2510;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A);;
M;32;2824;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;28;1979;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;36;2720;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;32;2971;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;26;2346;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;30;2447;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;27;2267;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;23;2294;CONFERENTE MERC (EXCETO CARGA E DESC;SEPARADO(A) JUDICIALMENTE;;
M;21;2046;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;24;2224;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;22;2046;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;35;2346;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;36;3128;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;24;2971;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;21;2463;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;27;2447;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;27;2971;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;27;2230;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;21;1953;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;40;2224;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;42;2224;CONFERENTE MERC (EXCETO CARGA E DESC;SEPARADO(A) JUDICIALMENTE;;
M;44;2760;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;25;2078;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;26;2057;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;31;2324;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;39;2540;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;27;2823;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;39;1513;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;25;2447;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;32;3128;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;24;2267;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;21;2184;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;26;2078;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;21;2267;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;47;2824;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;24;2339;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;38;2447;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;36;2824;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;24;2824;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;41;2267;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;32;2212;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A);;
M;24;2153;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A);;
M;37;1910;CONTADOR;SOLTEIRO(A);;
F;37;3522;CONTADOR;SOLTEIRO(A);;
M;34;2809;CONTADOR;SOLTEIRO(A);;
F;37;7346;CONTADOR;SOLTEIRO(A);;
M;25;3857;CONTADOR;CASADO(A);;
F;44;2355;CONTADOR;CASADO(A);;
F;35;2565;CONTADOR;CASADO(A);;
M;40;2565;CONTADOR;SOLTEIRO(A);;
F;44;6495;CONTADOR;CASADO(A);;
M;28;3574;CONTADOR;SOLTEIRO(A);;
M;40;3571;CONTADOR;SOLTEIRO(A);;
F;33;2145;CONTADOR;SOLTEIRO(A);;
F;40;7346;CONTADOR;SOLTEIRO(A);;
F;64;2107;CONTADOR;SOLTEIRO(A);;
M;41;1924;CONTADOR;SOLTEIRO(A);;
M;35;1929;CONTADOR;SOLTEIRO(A);;
M;38;2809;CONTADOR;SOLTEIRO(A);;
F;46;5085;CONTADOR;SOLTEIRO(A);;
M;36;2501;CONTADOR;SOLTEIRO(A);;
M;59;17347;CONTADOR;CASADO(A);;
M;33;2739;CONTADOR;SOLTEIRO(A);;
F;35;3857;CONTADOR;CASADO(A);;
F;34;4654;CONTADOR;CASADO(A);;
F;30;3857;CONTADOR;CASADO(A);;
M;31;5323;CONTADOR;CASADO(A);;
M;37;1924;CONTADOR;SOLTEIRO(A);;
M;35;2565;CONTADOR;SOLTEIRO(A);;
F;26;4223;CONTADOR;SOLTEIRO(A);;
F;39;2238;CONTADOR;SOLTEIRO(A);;
F;37;3664;CONTADOR;SOLTEIRO(A);;
F;32;1969;CONTADOR;SOLTEIRO(A);;
F;46;2322;CONTADOR;SOLTEIRO(A);;
F;40;2565;CONTADOR;SOLTEIRO(A);;
F;50;2795;CONTADOR;DESQUITADO(A);;
F;64;2494;CONTADOR;SOLTEIRO(A);;
F;41;5428;CONTADOR;SOLTEIRO(A);;
F;37;8716;CONTADOR;SOLTEIRO(A);;
F;26;3857;CONTADOR;SOLTEIRO(A);;
M;47;5881;CONTADOR;SOLTEIRO(A);;
M;55;2258;CONTADOR;CASADO(A);;
M;30;7346;CONTADOR;CASADO(A);;
F;43;3004;CONTADOR;CASADO(A);;
M;34;5323;CONTADOR;SOLTEIRO(A);;
F;52;5104;CONTADOR;SOLTEIRO(A);;
M;45;3856;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;24;3080;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;37;2249;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;45;2575;CONTROLADOR DE SERV DE MAQ E V;SEPARADO(A) JUDICIALMENTE;;
M;45;2330;CONTROLADOR DE SERV DE MAQ E V;SEPARADO(A) JUDICIALMENTE;;
M;44;4540;CONTROLADOR DE SERV DE MAQ E V;OUTROS;;
M;41;2217;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;56;4174;CONTROLADOR DE SERV DE MAQ E V;OUTROS;;
M;46;4088;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;35;2330;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;34;3051;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;45;1929;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;41;2663;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;50;2815;CONTROLADOR DE SERV DE MAQ E V;OUTROS;;
M;37;2491;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;46;2977;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;38;2083;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;38;1956;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;40;3881;CONTROLADOR DE SERV DE MAQ E V;OUTROS;;
M;55;3400;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;55;3069;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;35;4988;CONTROLADOR DE SERV DE MAQ E V;CASADO(A);;
M;32;2404;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;32;2384;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;24;3080;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;39;2571;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A);;
M;37;6840;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER;SOLTEIRO(A);;
M;41;5144;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER;CASADO(A);;
M;29;5866;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER;SOLTEIRO(A);;
M;34;4088;DESENHISTA PROJETISTA DE ELETR;CASADO(A);;
M;26;2816;DESENHISTA PROJETISTA DE ELETR;CASADO(A);;
M;42;1494;DESENHISTA PROJETISTA DE ELETR;CASADO(A);;
F;23;3400;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;32;3878;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;35;1494;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;30;2681;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;25;2824;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
F;33;1821;DESENHISTA PROJETISTA DE ELETR;CASADO(A);;
M;24;5152;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;29;3698;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;32;3423;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;37;2134;DESENHISTA PROJETISTA DE ELETR;OUTROS;;
M;24;3733;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;36;1207;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
F;24;3671;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
F;28;3476;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
F;30;2957;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A);;
M;34;1542;DESENHISTA PROJETISTA DE ELETR;CASADO(A);;
M;53;10324;DIRETOR DE OPERACOES COMERCIAI;CASADO(A);;
F;49;20754;DIRETOR DE OPERACOES COMERCIAI;CASADO(A);;
M;38;2234;ELETRICISTA DE MANUTENCAO;CASADO(A);CASADO(A);VERDADEIRO
M;37;3406;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;40;2086;ELETROTECNICO;CASADO(A);;
M;24;2703;ELETROTECNICO;CASADO(A);;
M;32;2703;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;24;2317;ELETROTECNICO;CASADO(A);;
M;42;1731;ELETROTECNICO;CASADO(A);;
M;34;2877;ELETROTECNICO;CASADO(A);;
M;30;2836;ELETROTECNICO;SOLTEIRO(A);;
M;39;2997;ELETROTECNICO;SOLTEIRO(A);;
M;44;1158;ELETROTECNICO;SOLTEIRO(A);;
M;54;1436;ELETROTECNICO;SOLTEIRO(A);;
M;39;1545;ELETROTECNICO;SOLTEIRO(A);;
M;44;1073;ELETROTECNICO;SOLTEIRO(A);;
M;40;4002;ELETROTECNICO;CASADO(A);;
M;26;4532;ELETROTECNICO;SOLTEIRO(A);;
M;26;2572;ELETROTECNICO;SOLTEIRO(A);;
M;43;3254;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;41;4033;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;36;3773;ELETROTECNICO;CASADO(A);;
M;44;6983;ELETROTECNICO;SOLTEIRO(A);;
M;31;1298;ELETROTECNICO;SOLTEIRO(A);;
M;38;4328;ELETROTECNICO;CASADO(A);;
M;42;3406;ELETROTECNICO;CASADO(A);;
M;42;2280;ELETROTECNICO;CASADO(A);;
M;42;4532;ELETROTECNICO;CASADO(A);;
M;48;2465;ELETROTECNICO;CASADO(A);;
M;35;3449;ELETROTECNICO;SOLTEIRO(A);;
M;42;3878;ELETROTECNICO;CASADO(A);;
M;24;2682;ELETROTECNICO;SOLTEIRO(A);;
M;46;2995;ELETROTECNICO;CASADO(A);;
M;22;2560;ELETROTECNICO;SOLTEIRO(A);;
M;41;2560;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;31;2877;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;35;4006;ELETROTECNICO;CASADO(A);;
M;37;3194;ELETROTECNICO;SOLTEIRO(A);;
M;29;2775;ELETROTECNICO;SOLTEIRO(A);;
M;47;2894;ELETROTECNICO;OUTROS;;
M;34;2326;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;47;3493;ELETROTECNICO;CASADO(A);;
M;27;2995;ELETROTECNICO;SOLTEIRO(A);;
M;36;1731;ELETROTECNICO;SOLTEIRO(A);;
M;49;5405;ELETROTECNICO;CASADO(A);;
M;37;1704;ELETROTECNICO;SOLTEIRO(A);;
M;50;3933;ELETROTECNICO;CASADO(A);;
M;51;3972;ELETROTECNICO;CASADO(A);;
M;41;4881;ELETROTECNICO;CASADO(A);;
M;36;1971;ELETROTECNICO;SOLTEIRO(A);;
M;43;3955;ELETROTECNICO;SOLTEIRO(A);;
M;30;1554;ELETROTECNICO;CASADO(A);;
M;32;3194;ELETROTECNICO;CASADO(A);;
M;40;3385;ELETROTECNICO;OUTROS;;
M;21;2995;ELETROTECNICO;SOLTEIRO(A);;
M;49;5987;ELETROTECNICO;CASADO(A);;
M;43;3786;ELETROTECNICO;CASADO(A);;
M;34;2844;ELETROTECNICO;CASADO(A);;
M;51;4400;ELETROTECNICO;CASADO(A);;
M;51;1883;ELETROTECNICO;CASADO(A);;
M;58;2332;ELETROTECNICO;OUTROS;;
M;42;3121;ELETROTECNICO;CASADO(A);;
M;31;1516;ELETROTECNICO;SOLTEIRO(A);;
M;38;2211;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;42;2071;ELETROTECNICO;CASADO(A);;
M;59;3638;ELETROTECNICO;CASADO(A);;
M;35;1944;ELETROTECNICO;SOLTEIRO(A);;
M;48;4881;ELETROTECNICO;CASADO(A);;
M;40;2604;ELETROTECNICO;CASADO(A);;
M;27;2703;ELETROTECNICO;SOLTEIRO(A);;
M;32;4490;ELETROTECNICO;SOLTEIRO(A);;
M;24;2696;ELETROTECNICO;SOLTEIRO(A);;
M;23;1784;ELETROTECNICO;SOLTEIRO(A);;
M;24;2836;ELETROTECNICO;SOLTEIRO(A);;
M;34;2715;ELETROTECNICO;CASADO(A);;
M;33;965;ELETROTECNICO;SOLTEIRO(A);;
M;50;4211;ELETROTECNICO;CASADO(A);;
M;46;2633;ELETROTECNICO;CASADO(A);;
M;41;1531;ELETROTECNICO;SOLTEIRO(A);;
M;51;2265;ELETROTECNICO;CASADO(A);;
M;36;3406;ELETROTECNICO;CASADO(A);;
M;39;1770;ELETROTECNICO;SOLTEIRO(A);;
M;48;1158;ELETROTECNICO;SOLTEIRO(A);;
M;56;1137;ELETROTECNICO;CASADO(A);;
M;34;1205;ELETROTECNICO;SOLTEIRO(A);;
M;37;3600;ELETROTECNICO;CASADO(A);;
M;40;1345;ELETROTECNICO;CASADO(A);;
M;34;1467;ELETROTECNICO;SOLTEIRO(A);;
M;35;2703;ELETROTECNICO;CASADO(A);;
M;43;1875;ELETROTECNICO;CASADO(A);;
M;42;4849;ELETROTECNICO;CASADO(A);;
M;30;3925;ELETROTECNICO;SOLTEIRO(A);;
M;38;3589;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;34;5092;ELETROTECNICO;CASADO(A);;
M;27;1563;ELETROTECNICO;SOLTEIRO(A);;
M;49;3436;ELETROTECNICO;SOLTEIRO(A);;
M;27;3144;ELETROTECNICO;SOLTEIRO(A);;
M;37;2508;ELETROTECNICO;OUTROS;;
M;34;3369;ELETROTECNICO;SOLTEIRO(A);;
M;48;4753;ELETROTECNICO;CASADO(A);;
M;40;4513;ELETROTECNICO;SOLTEIRO(A);;
M;25;2823;ELETROTECNICO;SOLTEIRO(A);;
M;44;5004;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;47;6351;ELETROTECNICO;CASADO(A);;
M;48;4513;ELETROTECNICO;CASADO(A);;
M;47;1228;ELETROTECNICO;CASADO(A);;
M;43;1587;ELETROTECNICO;CASADO(A);;
M;38;1577;ELETROTECNICO;SOLTEIRO(A);;
M;32;3431;ELETROTECNICO;SOLTEIRO(A);;
M;31;1518;ELETROTECNICO;SOLTEIRO(A);;
M;31;1704;ELETROTECNICO;SOLTEIRO(A);;
M;37;1562;ELETROTECNICO;CASADO(A);;
M;33;1590;ELETROTECNICO;SOLTEIRO(A);;
M;42;2936;ELETROTECNICO;CASADO(A);;
M;41;4185;ELETROTECNICO;SOLTEIRO(A);;
M;42;2603;ELETROTECNICO;SOLTEIRO(A);;
M;37;3363;ELETROTECNICO;SOLTEIRO(A);;
M;44;5543;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;35;2997;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;37;3773;ELETROTECNICO;CASADO(A);;
M;47;1228;ELETROTECNICO;SOLTEIRO(A);;
M;38;1847;ELETROTECNICO;CASADO(A);;
M;40;4290;ELETROTECNICO;SOLTEIRO(A);;
M;44;6632;ELETROTECNICO;SOLTEIRO(A);;
M;36;1972;ELETROTECNICO;SOLTEIRO(A);;
M;34;1034;ELETROTECNICO;SOLTEIRO(A);;
M;38;913;ELETROTECNICO;SOLTEIRO(A);;
M;32;1704;ELETROTECNICO;CASADO(A);;
M;41;1577;ELETROTECNICO;SOLTEIRO(A);;
M;44;1463;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE;;
M;33;1354;ELETROTECNICO;SOLTEIRO(A);;
M;38;6149;ENGENHEIRO ELETRICISTA;CASADO(A);;
M;38;5845;ENGENHEIRO ELETRICISTA;CASADO(A);;
M;39;2353;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;29;4577;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
F;30;3404;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;54;6621;ENGENHEIRO ELETRICISTA DE PROJ;OUTROS;;
M;31;3559;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;31;5387;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;40;7056;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;31;4088;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;32;2937;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;46;15119;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;36;3059;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;38;8095;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;33;7120;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;36;5626;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;37;1762;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;46;13649;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A);;
M;31;3917;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;37;3886;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A);;
M;36;1924;ENGENHEIRO MECANICO;SOLTEIRO(A);;
F;31;3744;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;29;6475;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;32;3107;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;32;4075;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;42;5167;ENGENHEIRO MECANICO;CASADO(A);;
M;30;4235;ENGENHEIRO MECANICO;CASADO(A);;
M;29;5378;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;30;4456;ENGENHEIRO MECANICO;CASADO(A);;
M;38;3159;ENGENHEIRO MECANICO;SOLTEIRO(A);;
M;49;2000;FAXINEIRO;SOLTEIRO(A);;
M;42;1106;FAXINEIRO;SOLTEIRO(A);;
M;37;1286;FUNILEIRO DE VEICULOS (REPARAC;SOLTEIRO(A);;
M;44;1678;FUNILEIRO DE VEICULOS (REPARAC;CASADO(A);;
M;45;1603;FUNILEIRO DE VEICULOS (REPARAC;SOLTEIRO(A);;
M;60;12285;GERENTE ADMINISTRATIVO;OUTROS;;
F;78;5441;GERENTE ADMINISTRATIVO;DIVORCIADO(A);;
M;49;6171;GERENTE COMERCIAL;CASADO(A);;
M;48;12221;GERENTE COMERCIAL;CASADO(A);;
M;48;7911;GERENTE COMERCIAL;CASADO(A);;
M;57;9419;GERENTE COMERCIAL;CASADO(A);;
M;48;9685;GERENTE COMERCIAL;CASADO(A);;
M;45;16081;GERENTE COMERCIAL;OUTROS;;
M;78;4651;GERENTE COMERCIAL;CASADO(A);;
M;49;11586;GERENTE COMERCIAL;CASADO(A);;
M;48;12754;GERENTE COMERCIAL;CASADO(A);;
M;49;12834;GERENTE COMERCIAL;CASADO(A);;
M;41;17696;GERENTE COMERCIAL;CASADO(A);;
M;81;5435;GERENTE COMERCIAL;CASADO(A);;
M;41;19385;GERENTE COMERCIAL;CASADO(A);;
M;53;8083;GERENTE COMERCIAL;CASADO(A);;
M;53;13162;GERENTE COMERCIAL;OUTROS;;
M;44;12955;GERENTE COMERCIAL;CASADO(A);;
M;53;8288;GERENTE COMERCIAL;CASADO(A);;
M;48;10558;GERENTE COMERCIAL;CASADO(A);;
M;48;9730;GERENTE COMERCIAL;SOLTEIRO(A);;
M;44;15035;GERENTE COMERCIAL;CASADO(A);;
M;49;7174;GERENTE COMERCIAL;CASADO(A);;
F;41;8234;GERENTE DE COMPRAS;SOLTEIRO(A);;
F;41;13136;GERENTE DE COMPRAS;SOLTEIRO(A);;
M;37;11144;GERENTE DE COMPRAS;CASADO(A);;
M;45;5827;GERENTE DE DEPARTAMENTO PESSOA;CASADO(A);;
M;45;11349;GERENTE DE DEPARTAMENTO PESSOA;CASADO(A);;
F;40;11705;GERENTE DE MARKETING;SOLTEIRO(A);;
F;54;17977;GERENTE DE MARKETING;OUTROS;;
M;37;7509;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A);;
M;37;6778;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A);;
M;42;7141;GERENTE DE OPERACOES DE SERVICOS DE ASSI;SOLTEIRO(A);;
M;45;4745;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A);;
M;47;5513;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A);;
M;51;11171;GERENTE DE OPERACOES DE TRANSP;CASADO(A);;
M;51;16707;GERENTE DE OPERACOES DE TRANSP;CASADO(A);;
M;39;5456;GERENTE DE PESQUISA E DESENVOL;CASADO(A);;
M;52;11721;GERENTE DE PESQUISA E DESENVOL;CASADO(A);;
M;47;11762;GERENTE DE PESQUISA E DESENVOL;CASADO(A);;
F;55;12021;GERENTE DE PESQUISA E DESENVOL;CASADO(A);;
M;53;4271;GERENTE DE PROD E OP AGROPECUA;SOLTEIRO(A);;
M;44;4271;GERENTE DE PROD E OP AGROPECUA;OUTROS;;
M;47;9765;GERENTE DE PROJ DE TEC DA INFORMAÇÃO;CASADO(A);;
M;54;17977;GERENTE DE PROJ DE TEC DA INFORMAÇÃO;CASADO(A);;
M;35;8910;GERENTE DE PROJ DE TEC DA INFORMAÇÃO;SOLTEIRO(A);;
M;43;12109;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;49;5888;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A);;
M;51;1630;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
F;56;5625;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;3217;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;4235;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;15014;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;4719;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A);;
M;60;4931;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;43;10243;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;61;5418;GERENTE DE PROJETOS E SERVICOS DE MANUTE;OUTROS;;
M;34;5226;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SEPARADO(A) JUDICIALMENTE;;
