CO_CNES;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
7914202;BEYRUTH E SILVA SOCIEDADE SIMPLES;INSTITUTO DE NEUROPEDIATRIA E CIR CABECA E PESCOCO DO ACRE;12;120040;-996.089;-6.781.590
7974698;MUNICIPIO DE PORTO WALTER;ACADEMIA DE SAUDE LUCIMAR AMORIM BARBARY;12;120039;-8.269.146.427.270.460;-7.274.547.815.322.870
3360652;HELLEN CAMILA POSSONI;FISIOVIDA;12;120040;;
2002019;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED PRONTO ATENDIMENTO;12;120040;-995.917.180.962.982;-678.210.909.609.656
3897028;SILVIA JORGE TORRES;SILVIA JORGE TORRES;12;120040;-997.103;-6.781.331
3901009;PREFEITURA MUNICIPAL DE TARAUACA;UNIDADE DE SAUDE DA FAMILIA 24 DE ABRIL;12;120060;-8.161.023;-70.766.023
7938845;ORTHO LIFE CONSULTORIO ODONTOLOGICO LTDA;ORTHO LIFE CONSULTORIO ODONTOLOGICO;12;120040;-996.751;-6.783.211
7662130;POLO ACADEMIA DA SAUDE;ACADEMIA DE SAUDE SERAPIAO ELOI ALVES;12;120005;-10.939.649;-69.564.064
9883118;BIO VIDA ULTRASSONOGRAFIA LTDA;BIO VIDA ULTRASSONOGRAFIA LTDA;12;120040;-994.798;-6.782.203
6490689;PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO;ESF RIBEIRINHA MOVEL;12;120035;-8.781.430.573.943.650;-7.284.158.706.665.030
9961100;CRISTIANE FORTES DA SILVA MARTINS;CRISTIANE FORTES DA SILVA MARTINS;12;120040;-9.948.003;-67.862.869
9890750;SANTANA SERVICOS MEDICOS LTDA;NUCLEO S SAUDE E ESTETICA;12;120040;-996.748;-6.781.147
9948759;PREFEITURA DE BRASILEIA;ESF RAIMUNDA ANTONIA DE ARAUJO CARNEIRO LIMA;12;120010;-10.990.506.995.556.300;-6.874.555.349.349.970
3856135;PREFEITURA MUNICIPAL DE XAPURI;VIGILANCIA SANITARIA E EPIDEMIOLOGICA DE XAPURI;12;120070;-106.522.522;-684.981.471
0837768;J CRUZ LTDA;FARMACIA DO CONSUMIDOR;12;120040;-998.390;-6.782.401
0914134;LINSBINSKI LINSBINSKI LTDA;LINSBINSKI LINSBINSKI LTDA;12;120040;-99.444.852;-677.988.008
0755605;USF BARRO VERMELHO;USF BARRO VERMELHO;12;120040;-9.939.222.451.546.060;-679.170.110.821.724
0700827;CARLOS AUGUSTO BEYRUTH BORGES;CARLOS AUGUSTO BEYRUTH BORGES;12;120040;-995.922;-6.781.626
0115606;K M OLIVEIRA EIRELI;MAIS SAUDE DIAGNOSTICO;12;120020;-7.634.818.461.905.630;-726.714.277.267.456
9367403;MPIMENTA SERVICOS MEDICOS LTDA;CENTRO DE MEDICINA INTEGRADA;12;120040;-996.483;-6.781.513
9879927;CLINICA DE GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA ALTA EIR;ENDOGASTRO EIRELI;12;120040;-996.590;-6.781.625
3532593;CADOR LTDA;CLINICA DE ANESTESIA E DOR;12;120040;-996.987;-6.785.001
4084403;L F B CASTRO LTDA;ORTOCLIN SERVICOS MEDICOS;12;120040;-9.974.624;-6.780.107
4074165;AGUIAR SANTOS SERVICOS LTDA;GESTACLIN;12;120040;-996.139;-67.810.594
4074149;CEDUS CLINICA ESPECIALIZADA EM DIAGNOSTICOS POR ULTRASSONOGR;CEDUS;12;120040;-996.842;-6.780.469
2943778;PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO;ACADEMIA DE SAUDE DE VILA RESTAURACAO;12;120035;-9.055.989.820.738.940;-7.225.639.343.261.710
0817813;SR REPRESENTACOES COMERCIAIS LTDA;DRAGARIA ARAUJO;12;120040;-996.468;-6.784.057
0889083;ASSOCIACAO BRASILEIRA DE VITIMAS DE VACINAS E MEDICAMENTOS;ABRAVAC;12;120040;-99.608.217;-678.501.201
0847038;J CRUZ LTDA;DROGARIAS ULTRA POPULAR;12;120040;-994.848;-6.782.459
0667412;RCP FISIOTERAPIA EIRELI;R C P FISIO;12;120040;-997.679;-6.782.691
5493455;PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO;U S F MARIO GOMES DA SILVA;12;120038;-10.318.119;-67.370.628
2002434;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;POSTO DE SAUDE FIGUEIRA KM 86;12;120040;;
3097439;E CEZAR F DE ABREU;GINODONTO;12;120040;-996.248;-6.780.907
3015432;SECRETARIA DE ESTADO DE SAUDE;GRUPO ESCOLAR JOAO KUBITSCHEK;12;120020;;
3015424;SECRETARIA DE ESTADO DE SAUDE;GRUPO ESCOLAR SAO JOSE;12;120020;-7.630.309.738.827.230;-7.266.632.080.078.120
2000857;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL DE SAUDE MENTAL DO ACRE;12;120040;-99.909.949;-678.215.683
2000725;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL DR ARY RODRIGUES;12;120045;-10.158.544.012.357.200;-677.322.793.006.897
2000997;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL DR MANOEL MARINHO MONTE;12;120038;-10.333.107;-67.184.474
2000296;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL DA MULHER E DA CRIANCA DO JURUA;12;120020;-7.636.009.437.420.730;-7.267.406.702.041.620
2000865;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL JOAO CANCIO FERNANDES;12;120050;-906.721;-686.577
2000040;PREFEITURA MUNICIPAL DE FEIJO;CENTRO DE SAUDE DIAMANTINO MACEDO;12;120030;-8.165.274.447.951.420;-7.035.002.946.853.630
2001799;SEMETSERVICO ESPECIALIZADO EM MEDICINA DO TRABALHO LTDA;CLINICA SABIN SEMET LTDA;12;120040;;
2002981;SECRETARIA DE ESTADO DE SAUDE DO ACRE;COORDENADORIA ESTADUAL DE VIGILANCIA SANITARIA;12;120040;;
2001675;SECRETARIA DE ESTADO DE SAUDE;ESCOLA MARIA ANGELICA DE CASTRO;12;120040;-997.996;-6.780.710
0131962;MUNICIPIO DE CRUZEIRO DO SUL;UNIDADE MOVEL TERRESTRE;12;120020;-7.618.527.285.319.920;-7.267.799.377.441.400
0088463;MUNICIPIO DE SENA MADUREIRA;CENTRAL MUNICIPAL DE REDE DE FRIO;12;120050;-9.074.403.634.540.040;-6.865.435.838.699.340
0043303;SECRETARIA MUNICIPAL DE SAUDE;UNIDADE BASICA JOAO SANTOS DE ALENCAR;12;120042;-78.027.130.199.929.700;-7.280.772.686.004.630
0068403;G MOURA SILVA;GM ODONTOLOGIA;12;120040;-997.084;-6.780.245
1049852;ASSOCIACAO DE PARENTES E AMIGOS DEP QUIMICOS 00672330000123;APADEQ;12;120040;-99.720.972;-678.129.329
0487635;LAB RIM LABORATORIO DE ANALISES CLINICAS DO HOSP DO RIM LTDA;LAB RIM LABORATORIO DE ANALISES CLINICAS DO HOSP DO RIM;12;120040;-99.647.447;-678.176.513
6651968;PREFEITURA MUNICIPAL DE RODRIGUES ALVES;SECRETARIA DE SAUDE;12;120042;-7.735.359.085.243.770;-726.511.287.689.209
0882305;EDUCIA LTDA;EDUCIA;12;120040;-99.612.725;-678.098.174
0900222;SAULO ROBERTO MARTINS BEIRUTH;SAULO ROBERTO MARTINS BEIRUTH;12;120040;-996.594;-6.785.397
0877859;INSTITUTO AGUEDA LUCAS LTDA;CLINICA MASTO D A CLIMDA;12;120040;-996.170;-6.781.536
0893307;C COR CLINICA DO CORACAO REABILITACAO E SAUDE LTDA;C COR CLINICA DO CORACAO;12;120040;-996.063;-6.781.060
0837695;J CRUZ LTDA;FARMACIA DO CONSUMIDOR IV;12;120040;-997.714;-6.784.773
9984291;GABRIELA SILVA VASCONCELOS;GABRIELA SILVA VASCONCELOS;12;120040;-996.139;-67.816.002
0153281;CENTRO DE ATENCAO PSICOSSOCIAL;CENTRO DE ATENCAO PSICOSSOCIAL SALVADOR DIAS DA SILVA;12;120001;-10.078.471.911.109.500;-6.705.347.145.624.870
0266957;PREFEITURA MUNICIPAL DE BRASILEIA;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DO COVID 19;12;120010;-11.009.758.965.673.800;-6.874.244.213.104.240
0070025;M ARAUJO DA COSTA MELO;ARAUJO ODONTO;12;120040;-997.013;-6.780.313
7110065;PREFEITURA MUNICIPAL DE RIO BRANCO;USF GENTIL PERDOMO DA ROCHA;12;120040;-997.214;-6.783.494
7110073;PREFEITURA MUNICIPAL DE RIO BRANCO;USF ESPERANCA II;12;120040;-9.975;-67.81
2841215;WELLINGTON FERREIRA BRUM;WELLINGTON FERREIRA BRUM;12;120040;-9.958.005;-678.088.456
9002340;JRS SAUDE EIRELI ME;JRS SAUDE;12;120040;-996.233;-67.812.357
2822695;SUSY PASCOAL NOGUEIRA;SUSY PASCOAL NOGUEIRA;12;120040;-99.809.346;-678.706.663
0960098;MINISTERIO DA SAUDE;UNIDADE BASICA DE SAUDE INDIGENA NOVA FRONTEIRA;12;120043;-943.293.255.092.884;-7.049.306.631.088.250
2867001;CENTRO ESPECIALIZADO EM REABILITACAO LTDA;CER PARK;12;120040;-9.967.000;-67.811.615
2862360;CLIMPE CLINICA DE IMPLANTE PERIODONTIA E ENDODONTIA EIRELI;CLIMPE CLINICA DE IMPLANTE PERIODONTIA E ENDODONTIA;12;120040;-9.968.681;-67.820.015
2826291;MAURICIO RICARDO DE MAGALHAES JUNIOR;MAURICIO RICARDO DE MAGALHAES JUNIOR;12;120040;-99.684.126;-678.150.732
3128903;CEPRO CENTRO DE PREVENCAO E REABILITACAO ORAL LTDA;CEPRO CENTRO DE PREVENCAO E REABILITACAO ORAL;12;120040;-996.474;-6.780.730
6274706;ASSUERO CESAR DE CARVALHO REGO;CONSULTORIO MEDICO ASSUERO CESAR DE CARVALHO REGO;12;120040;-996.191;-6.781.252
2003031;MUNICIPIO DE RIO BRANCO;USF VITORIA;12;120040;-995.199;-6.779.958
2003171;MUNICIPIO DE RIO BRANCO;USF MARIA AUREA VILELA;12;120040;-997.377;-6.779.936
2003236;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MARIA DE JESUS II;12;120040;-9.975;-67.81
2000873;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE EDSON SALES;12;120050;-9.077.921.010.500.630;-6.866.901.397.705.070
2000911;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE DE VIGILANCIA SANITARIA;12;120050;-9.074.530.769.211.730;-6.865.440.130.233.760
2000113;PREFEITURA MUNICIPAL DE TARAUACA;UNIDADE DE SAUDE DA FAMILIA MARILIA VIEIRA LIMA DE SOUZA;12;120060;-8.161.056;-70.766.056
2001136;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE UNIAO;12;120060;;
2001845;PREFEITURA MUNICIPAL DE RIO BRANCO;USF BELO JARDIM I;12;120040;-1.001.088;-6.778.150
4088425;CICATRIZACRE LTDA;CICATRIZACRE;12;120040;-995.929;-6.781.390
4095200;M G PULICI MEDICINA LTDA;ALERGOCLIN;12;120040;-9.962.544;-67.815.933
7205449;ELSON LOPES DE MEDEIROS JUNIOR;ELSON LOPES DE MEDEIROS JUNIOR;12;120040;-998.335;-6.783.036
9126104;RICARDO DA SILVA SENA;RICARDO DA SILVA SENA;12;120040;-9.975;-67.81
9745572;S D DOS SANTOS EIRELI;CLINICA FLOR DE LOTUS;12;120040;-996.521;-6.783.771
3268160;FABIANA X DOS SANTOS;F X ESTIMULANDO SONHOS;12;120010;-110.082.308;-687.409.045
3489809;D L SERVICOS MEDICOS SOCIEDADE SIMPLES;DTF UROPRIME;12;120040;-99.726.278;-678.103.973
2964287;ANTONIO CLEMENTINO DA CRUZ JUNIOR;ANTONIO CLEMENTINO DA CRUZ JUNIOR;12;120040;-99.614.631;-678.105.511
2957833;CENTRO DE DIAQGNOSTICOS CITOLAB EIRELI;CITOLAB MEDICINA DIAGNOSTICA;12;120032;-943.436;-718.845
3654141;DENNIS TOMIO FUJIIKE;DENNIS TOMIO FUJIIKE;12;120040;-9.960.885;-67.815.750
0454648;MUNICIPIO DE XAPURI;CENTRAL MUNICIPAL DE REDE DE FRIO;12;120070;-10.654.827;-68.497.364
6568629;PREFEITURA MUNICIPAL DE MANCIO LIMA;U S F SOFIA ALMEIDA BARRETO;12;120033;-7.594.875;-72.927.933
9963626;DURIGAN TEIXEIRA SERVICOS MEDICOS SOCIEDADE SIMPLES;DURIGAN TEIXEIRA MEDICOS;12;120040;-996.121;-6.781.567
7688970;MUNICIPIO DE SENADOR GUIOMARD;POSTO ODONTOLOGICO MARGARIDA NOGUEIRA BANDEIRA FREIRE;12;120045;;
7942559;MUNICIPIO DE RIO BRANCO;USF LUIZ GONZAGA II;12;120040;-9.975;-67.81
6368352;CLINICA RIO BRANCO E DE MEDICINA HIPERBARICA LTDA;CLINICA RIO BRANCO E DE MEDICINA HIPERBARICA;12;120040;-995.897;-6.782.114
2000695;PREFEITURA MUNICIPAL DE SENADOR GUIOMARD;UNIDADE DE SAUDE DA FAMILIA MAXIMO DAMASCENO;12;120045;;
2002531;SECRETARIA DE ESTADO DE SAUDE;POSTO DE SAUDE GLEBA F1 SANTA LUZIA;12;120045;-10.151;-67.736
3733211;SECRETARIA DE ESTADO DE SAUDE;CENTRO DE ATENCAO PSICOSSOCIAL CAPS NAUAS TEREZA BILOTO;12;120020;-76.365.411;-726.740.241
3542734;SECRETARIA DE ESTADO DE SAUDE;CENTRO DE REF PARA O PROG DE MEDICAMENTOS EXCEPCIONAIS;12;120040;-99.807.275;-678.129.816
2002078;OBRAS SOCIAIS DA DIOC DE R BRANCO HOSPITAL SANTA JULIANA;HOSPITAL SANTA JULIANA;12;120040;-9.955.714;-67.814.723
2001519;FRANCISCO DE ASSIS SILVA ME;LABORATORIO BRASILANDIA;12;120010;;
2306352;SECRETARIA DE ESTADO DE SAUDE;SESACRE LABORATORIO CENTRAL DE SAUDE PUBLICA;12;120040;-9.954.769.973.989.990;-6.782.019.138.336.180
2000253;MARIA SUELI VALE DOS SANTOS;LABORATORIO DE ANALISES CLINICAS PADRE REUS;12;120020;-7.634.733.392.098.990;-7.266.758.680.343.620
2001985;BIOTEC LTDA;LABORATORIO DE ANALISES SANTA MONICA LTDA BIOTEC;12;120040;;
2002027;LABORATORIO OSVALDO CRUZ LTDA;LABORATORIO OSWALDO CRUZ LTDA;12;120040;-1.000.536;-6.776.946
3062260;LEON FABIO CAMPOS DOS SANTOS;LAC LABORATORIO DE ANATOMIA PATOLOGICA E CITOPAT DO ACRE;12;120040;-9.972.034;-67.826.515
6002587;SAMIRA DANIEL DA SILVA;SAMIRA DANIEL DA SILVA;12;120020;-7.631.288.050.703.800;-7.266.353.130.340.570
7554923;CENTRO DE DIAGNOSTICO CITOLABA LTDA ME;POSTO DE COLETA CITOLAB;12;120039;-8.268.424.450.723.620;-7.274.331.092.834.470
7560133;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;POSTO DE SAUDE DEPUTADO FRANCISCO THAUMATURGO;12;120020;-7.725.153.002.986.100;-726.192.855.834.961
7560141;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE BASICA DE SAUDE FRANCISCA SOUZA MACHADO;12;120020;-7.784.727.515.757.080;-7.210.121.154.785.150
7560583;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA MAURICIO PERES NOBRE;12;120020;-77.693.350.527.962.400;-7.239.217.758.178.710
7560591;PREFEITURA MUNICIPAL DE SAUDE;POSTO DE SAUDE RAIMUNDO JOSE DA SILVA;12;120020;-7.462.730.420.755.010;-7.295.745.849.609.370
2002566;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE LAURO FONTES DA SILVA;12;120050;-905.962.020.200.374;-6.866.063.969.037.280
2000342;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;12;120020;-7.619.378.014.846.140;-7.268.893.718.719.480
2000237;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA J LINS;12;120020;-7.629.140.015.167.840;-7.266.160.011.291.500
2000504;PREFEITURA MUNICIPAL DE PORTO ACRE;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;12;120080;-9.679.910.646.699.570;-677.470.850.944.519
2000261;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DE SAUDE DA FAMILIA PROF QUITA;12;120020;-7.610.509.076.555.110;-7.267.149.209.976.190
3242056;MAXWELL SILVA DE ABREU;CENTROCOR;12;120040;;
3007367;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE AGUINALDO NUNES DE OLIVEIRA;12;120050;-9.073.494.425.733.700;-6.865.452.694.237.260
7625855;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;POLO BASE DE MARECHAL THAUMATURGO;12;120035;-8.945.402.407.354.840;-7.278.765
7839006;ORTHO LIFE CONSULTORIO ODONTOLOGICO LTDA;ORTHO LIFE CONSULTORIO ODONTOLOGICO;12;120040;-999.246;-6.782.464
6289959;PREFEITURA MUNICIPAL DE ASSIS BRASIL;SECRETARIA MUNICIPAL DE SAUDE DE ASSIS BRASIL;12;120005;-107.579.579;-699.550.338
6305261;ONCOCLINICA CENTRO DE PREVENCAO TRATAMENTO E PESQUISA DO;ONCOCLINICA;12;120040;-9.959.382.571.492.150;-6.781.435.489.654.540
3323293;PREFEITURA MUNICIPAL DE PORTO ACRE;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;12;120080;-9.754.992.429.824.050;-673.570.704.460.144
3685845;SAUDE DENTTAL S C LTDA;SAUDE DENTAL S C LTDA;12;120040;;
3690253;KATIA LIMA ANDRADE ARAVENA ACUNA;KATIA LIMA ANDRADE ARAVENA ACUNA;12;120040;;
3704017;RADIOFACE LTDA EPP;CAMOA;12;120040;-997.495;-6.780.999
7349580;D L M SILVA;D L M SILVA;12;120040;-9.963.651;-67.809.720
5701929;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA MARIA DE JESUS ANDER MAZICA;12;120001;-9.833.757.243.031.240;-6.688.124.656.677.240
2002418;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE PARAISO;12;120060;;
2002582;PREFEITURA MUNICIPAL DE TARAUACA;POSTO DE SAUDE ALAGOAS;12;120060;;
2001217;PREFEITURA MUNICIPAL DE XAPURI;UNIDADE SAUDE DA FAMILIA JOSE FADUL;12;120070;-10.652.257.261.457.200;-684.982.967.376.709
2001233;PREFEITURA MUNICIPAL DE XAPURI;UNIDADE DE SAUDE DA FAMILIA MAURO JOSE LIMA DE SOUZA;12;120070;-1.066.145.144.514.750;-685.055.923.461.914
2001101;PREFEITURA MUNICIPAL DE PORTO ACRE;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;12;120080;-9.728.461.933.848.840;-6.770.200.252.532.950
2003295;PREFEITURA MUNICIPAL DE PORTO ACRE;UNIDADE MOVEL TERRESTRE JOSE ALEKSANDRO ALVES DA SILVA;12;120080;;
6917682;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;POLO BASE DE CRUZEIRO DO SUL;12;120020;-7.734.912.574.308.180;-725.378.966.331.482
6917291;PREFEITURA MUNICIPAL DE RIO BRANCO;DEPARTAMENTO DE VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL;12;120040;-9.968.715;-6.782.543
6925170;PREFEITURA MUNICIPAL DE RIO BRANCO;DEPARTAMENTO DE CONTROLE DE ZOONOSES;12;120040;-10.313.451;-67.196.047
5602122;MARIA DE NAZARE DA VEIGA SOARES;MARIA DE NAZARE DA VEIGA SOARES;12;120040;-997.328;-6.780.759
5599644;B M V Y SERVICO MEDICOS ASSOCIADOS LTDA;CORB CLINICA ORTOPEDICA;12;120040;;
6514669;PREFEITURA MUNICIPAL DE ACRELANDIA;SECRETARIA DE SAUDE;12;120001;-10.077.348.655.852.700;-6.705.068.387.989.850
6559670;SMS;SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO;12;120013;-9.827.921.888.009.280;-6.795.517.086.982.720
6604374;LABORATORIO DE ANALISES CLINICAS SAANET LTDA;SAANET DIAGNOSTICOS;12;120040;-997.636;-6.782.360
6568726;PREFEITURA MUNICIPAL DE BRASILEIA;SECRETARIA MUNICIPAL DE SAUDE DE BRASILEIA;12;120010;-11.015.793.377.864.400;-6.874.893.844.127.650
2002256;PREFEITURA MUNICIPAL DE MANCIO LIMA;POSTO DE SAUDE IRACEMA BANDEIRA DA ROCHA;12;120033;;
2000954;PREFEITURA MUNICIPAL DE MANUEL URBANO;UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA;12;120034;-8.836.520.034.432.520;-6.926.405.668.258.660
2001594;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA DE MARECHAL THAUMATURGO;12;120035;-8.948.560.699.208.220;-7.278.564.691.543.570
2000989;PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO;U S F DOLORES SILVA VALENTIN;12;120038;-1.032.188.330;-671.864.240
2000415;PREFEITURA MUNICIPAL DE RIO BRANCO;URAP SAO FRANCISCO;12;120040;-994.646;-6.779.630
2000466;SECRETARIA DE ESTADO DE SAUDE;COMPLEXO PENITENCIARIO DE RIO BRANCO;12;120040;-9.974.260.791.984.160;-6.780.959.129.333.490
2000490;PREFEITURA MUNICIPAL DE RIO BRANCO;URAP FRANCISCO RONEY RODRIGUES MEIRELES;12;120040;-993.349;-6.782.568
5858208;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA DE SANTA ROSA;12;120043;-9.442.182.634.860.670;-7.048.785.209.655.760
2001942;FUNDO DE SAUDE DA POLICIA MILITAR DO ESTADO DO ACRE FUNSAU;FUNSAU PMAC;12;120040;-997.024.245.814.037;-6.783.158.440.155.720
5269768;DRA JOSSANDRA PRADO LOPES DA SILVA;CONSULTORIO SORRISO POPULAR;12;120040;-997.148;-6.781.580
5277051;MARCELO PEREIRA LUIZ;MARCELO PEREIRA LUIZ;12;120040;;
6861849;CENTRO DE DIAGNOSTICO POR IMAGEM DRS MAIRA E MARCOS PARENTE;CEDIMP;12;120040;-9.961.778;-678.128.504
5063833;JAKSON ROBERTO RAMOS DA SILVA;JAKSON ROBERTO RAMOS DA SILVA;12;120040;-997.328;-6.780.758
5276772;ROSEMBERG FRANCO COELHO;MEGA ASSISTENCIA ODONTOLOGICA;12;120040;;
5430992;ELEONICE PINHEIRO LIMA;ELEONICE PINHEIRO LIMA;12;120040;-996.010;-6.781.493
6368298;SANDRO ROBERTO VASCONCELOS;SANDRO ROBERTO VASCONCELOS;12;120040;;
6079245;MARINEZ FELIPE LIMA;CONSULTORIO DR MARINEZ FELIPE LIMA;12;120040;-996.004;-6.781.380
3900975;PREFEITURA MUNICIPAL DE TARAUACA;USF MARIA FRANCISCA DA COSTA CABRAL;12;120060;-81.610.789;-707.660.789
5602246;DENISE DUIZIT COLIN;DENISE DUIZIT COLIN;12;120040;-998.154;-6.789.308
6000665;MANOEL CORREIA LIMA NETO;MANOEL CORREIA LIMA NETO;12;120020;-7.633.478.610.484.520;-7.266.644.954.681.390
7197675;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB RIO BRANCO 04;12;120040;-9.976;-67.81
7209185;CLINICA MEDICA FERNANDES E GUZELA LTDA;MAIS SAUDE;12;120020;-76.280.766.272.471.700;-726.759.123.802.185
7036302;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;12;120020;-7.626.460.272.545.610;-7.267.932.415.008.540
7221827;CDC CENTRO DE DIAGNOSTICO CARDIOLOGICO DR ELITON COSTA LT;CDC CENTRO DE DIAGNOSTICO CARDIOLOGICO DR ELITON COSTA;12;120040;-996.150;-6.781.533
2000067;PREFEITURA MUNICIPAL DE FEIJO;U S F FRANCISCA LIMA;12;120030;-815.792.529.023.787;-7.034.945.011.138.910
2001705;SECRETARIA DE ESTADO DE SAUDE;ESCOLA FREI THIAGO MARIA MATIOLE;12;120040;-998.802;-6.782.814
2002051;PREFEITURA MUNICIPAL DE RIO BRANCO;DEPARTAMENTO DE VIGILANCIA SANITARIA;12;120040;-9.968.715;-6.782.543
6663788;MVY CLINICA DE ESPECIALIDADES MEDICAS SOCIEDADE SIMPLES;CLINICA YOMURA;12;120040;-996.326;-6.781.570
6655653;PRORAD DIAGNOSTICOS LTDA;PRORAD DIAGNOSTICOS;12;120040;-9.963.631;-67.815.664
3425916;S M M SOCIEDADE SIMPLES UNIPESSOAL LTDA;CONSULTORIO SANTA TEREZINHA;12;120040;-996.470;-6.779.573
5184029;LUCIENE PEREIRA DE OLIVEIRA;LUCIENE PEREIRA DE OLIVEIRA;12;120040;-996.724;-6.780.206
5386284;MARIA SONALVA BITTENCOURT PIRES;MARIA SONALVA BITTENCOURT PIRES;12;120040;-994.740;-6.782.564
5523168;MARCUS VINICIUS SHOITI YOMURA;MARCUS VINICIUS SHOITI YOMURA;12;120040;-996.328;-6.781.540
6003656;JOAO LUIZ ANGELIM;JOAO LUIZ ANGELIM;12;120020;-7.635.201.275.825.980;-7.267.404.556.274.410
6003699;LUIZ FERNANDO VAN ROSSUM DA SILVA;LUIZ FERNANDO VAN ROSSUM DA SILVA;12;120020;-7.632.776.781.873.720;-7.267.670.631.408.690
5336171;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL REGIONAL DO JURUA IRMA NAIR TERESINHA REICHERT;12;120020;-76.649;-7.265.004
6225012;CLINICA SORRISO TOTAL LTDA;SORRISO TOTAL PLANO DE SAUDE;12;120040;-996.174;-6.781.449
6754783;SERVICOS DIAGNOSTICOS E TERAPEUTICOS EM GASTROENTEROLOGIA;MODIGEST MOTILIDADE DIGESTIVA E GASTROENTEROLOGIA;12;120040;;
6754848;E DA S SANTIAGO LTDA;E DA S SANTIAGO LTDA;12;120040;-995.649;-6.781.486
6748228;PREFEITURA MUNICIPAL DE FEIJO;SECRETARIA MUNICIPAL DE SAUDE DE FEIJO;12;120030;-816.548.684.934.311;-7.035.000.801.086.420
5719577;ISLENE VIEIRA DA SILVA;ISLENE VIEIRA DA SILVA;12;120040;;
2000180;SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL;SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL;12;120020;-7.631;-72.67
2000806;MUNICIPIO DE RIO BRANCO;USF DOUTOR MARIO MAIA;12;120040;-998.172;-6.781.672
2001292;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE TRANSACREANA;12;120040;;
2001527;SECRETARIA DE ESTADO DE SAUDE;POLICLINICA TUCUMA;12;120040;-9.950.755.008.832.780;-6.785.815.121.628.890
5607329;DENTAL X RADIOLOGIA LTDA;DENTAL X RADIOLOGIA;12;120040;-996.842;-6.781.401
6064124;CLINICA PRADO DE OTORRINOLARINGOLOGIA LTDA;CLINICA PRADO;12;120040;-995.748;-6.781.499
6079156;ELOINA PAULA DE MELLO;CONSULTORIO DA DR ELOINA MELLO;12;120040;-996.190;-6.781.245
6091709;S M O SERVICOS MEDICOS ODONTOLOGICOS SILES LTDA;S M O SERVICOS MEDICOS ODONTOLOGICOS SILES LTDA;12;120040;;
6099238;D M GONCALVES;GASTROCLINICA;12;120040;-996.008;-6.781.502
